,index,Length,Processed_Text,labels
4465,4465,23,hey u still gym,0
4466,4466,145,said u mind go bedroom minute ok sed sexy mood came 5 minuts latr wid cake n wife,0
4467,4467,26,much better thanks lol,0
4468,4468,160,nothing smsing u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting,0
4469,4469,97,lem know swing pick free basically time 1 semester,0
4470,4470,39,wa u efficient gee thanx,0
4471,4471,47,3 received mobile content enjoy,1
4472,4472,24,able sleep,0
4473,4473,65,want explicit sex 30 sec ring 02073162414 cost 20p min,1
4474,4474,33,meet soon princess ttyl,0
4475,4475,76,pick 5 15pm go taunton still want come,0
4476,4476,49,oh 4 outside player allowed play know,0
4477,4477,15,anything lor,0
4478,4478,22,erutupalam thandiyachu,0
4479,4479,51,cant u try new invention fly joking,0
4480,4480,28,ful song lyric,0
4481,4481,69,u reckon need 2 arrange transport u thanks,0
4482,4482,159,true lov n care wil nevr go unrecognized though somone often make mistake valuing definitly undrstnd start missing,0
4483,4483,44,shopping eh ger toking abt syd leh haha,0
4484,4484,24,standing,0
4485,4485,20,good weekend,0
4486,4486,126,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,0
4487,4487,41,call get chance plz lt 3,0
4488,4488,40,new deus ex game comin early next yr,0
4489,4489,162,computer fried essential part keep spare fucking idiot roommate looovvve leaving thing running full lt gt 7,0
4490,4490,171,friend studying warwick planned go shopping concert tmw may canceled havn seen age yeah get together sometime,0
4491,4491,28,probably couple hour top,0
4492,4492,62,lol grin babe thanks thinking,0
4493,4493,71,man bus slow think gon na get,0
4494,4494,109,hope text meet smiling let text give reason smile beautiful day,0
4495,4495,135,case wake wondering forgot take care something grandma today done parade,0
4496,4496,2,ok,0
4497,4497,125,latest nokia mobile ipod mp3 player 400 proze guaranteed reply win 83355 norcorp ltd 1 50 mtmsgrcvd18,1
4498,4498,158,sm service inclusive text credit pls goto www comuk net login 3qxj9 unsubscribe stop extra charge help 08702840625 comuk 220 cm2 9ae,1
4499,4499,17,nvm take ur time,0
4500,4500,21,wat da decision,0
4501,4501,25,wot u 2 bitch,0
4502,4502,23,stupid possible,0
4503,4503,74,told hr want posting chennai working,0
4504,4504,73,mobile club choose top quality item mobile 7cfca1a,1
4505,4505,26,guy leaving,0
4506,4506,149,neva grumble sad lor hee buy tmr lor aft lunch still meetin 4 lunch tmr neva hear fr lei got lot work ar,0
4507,4507,24,able anything,0
4508,4508,30,takin linear algebra today,0
4509,4509,62,weekend fine excuse much decorating,0
4510,4510,132,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss,0
4511,4511,43,project pa come,0
4512,4512,51,money wining number 946 wot next,1
4513,4513,42,sure whenever show fuck gt,0
4514,4514,58,random saw old roomate campus graduated,0
4515,4515,161,congrats 2 mobile 3g videophones r call 09061744553 videochat wid ur mate play java game dload polyh music noline rentl bx420 ip4 5we 150pm,1
4516,4516,125,men always need beautiful intelligent caring loving adjustable cooperative wife law allows one wife,0
4517,4517,94,suck got planned yo valentine yo valentine,0
4518,4518,104,got part nottingham 3 hr 63miles good thing love man much 40mph hey ho,0
4519,4519,94,think one saying clearly ok leave need ask go come,0
4520,4520,39,hi good mornin thanku wish u,0
4521,4521,26,u want 2 meet 2morro,0
4522,4522,60,actually decided hungry left yet v,0
4523,4523,22,sent part,0
4524,4524,158,co shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor,0
4525,4525,163,want cock hubby away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec 1 50ea otbox 731 la1 7ws,1
4526,4526,58,understand loss gain work school,0
4527,4527,120,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt xx,0
4528,4528,47,hiya probably coming home weekend next,0
4529,4529,110,forget though love walk beside watching keeping heart warm,0
4530,4530,205,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly,0
4531,4531,73,ok day making dinner tonite invited,0
4532,4532,160,gr8 new service live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horny 89070 cancel send stop 89070,1
4533,4533,31,money 4 steve mate,0
4534,4534,29,im late tellmiss im way,0
4535,4535,152,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning,0
4536,4536,42,normally use drink water daily,0
4537,4537,48,dare ask luck sorting car,0
4538,4538,137,party place usf charge contribute way greatly appreciated yeah got room one,0
4539,4539,105,urgh coach hot smell chip fat thanks especially duvet predictive text word,0
4540,4540,155,hiya last night naughty bought clothes little ready shopping tho kind time wan na meet,0
4541,4541,143,freemsg hi baby wow got new cam moby wan na c hot pic fancy chat im w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv,1
4542,4542,45,trying reach without success,0
4543,4543,35,derek done class,0
4544,4544,78,never lei v lazy got wat dat day send da url cant work one,0
4545,4545,159,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl,0
4546,4546,126,hey mate spoke mag people deliver end month deliver 24th sept talk later,0
4547,4547,49,hope good week checking,0
4548,4548,73,haha friend tyler literally asked could get dubsack,0
4549,4549,166,hey u fancy meetin 4 cha hav lil beverage txt ring meet l8r quite tired got 3 v pist love pete x x x,0
4550,4550,50,great safe trip dont panic surrender,0
4551,4551,142,symptom u love 1 u like listening song 2 u get stopped u see name beloved 3 u get angry,0
4552,4552,120,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor,0
4553,4553,54,try something dear read something exam,0
4554,4554,153,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear,0
4555,4555,23,gettin rdy ship comp,0
4556,4556,52,hospital da return home evening,0
4557,4557,90,piss talking someone realise u point read backwards,0
4558,4558,23,think da wil,0
4559,4559,24,awake oh,0
4560,4560,156,good afternoon boytoy go walking day get police abstract still wake miss babe,0
4561,4561,25,much u trying get,0
4562,4562,73,come around lt decimal gt pm vikky otside nw il come tht time,0
4563,4563,34,tell address,0
4564,4564,158,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke gm gn ge gn,0
4565,4565,208,buy blackberry bold 2 torch buy new used let know plus saying buy lt gt g wifi ipad saying lt gt g,0
4566,4566,56,together thinkin,0
4567,4567,112,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,0
4568,4568,35,time come tomorrow,0
4569,4569,156,wan na laugh try chit chat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,1
4570,4570,34,cha quiteamuzing babe,0
4571,4571,30,omg u know ate,0
4572,4572,148,urgent 2nd attempt contact u u 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary 7 50,1
4573,4573,24,,0
4574,4574,46,directly behind abt 4 row behind,0
4575,4575,115,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066,1
4576,4576,159,contract mobile 11 mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,1
4577,4577,152,urgent call 09066350750 landline complimentary 4 ibiza holiday 10 000 cash await collection sae c po box 434 sk3 8wp 150 ppm 18,1
4578,4578,34,plan yet,0
4579,4579,142,hi engagement fixd lt gt th next month know really shocking bt hmm njan vilikkam w al sudn,0
4580,4580,75,course math one day one chapter one month finish,0
4581,4581,95,wow think common take back ur freak unless u chop,0
4582,4582,127,ur chance win 250 wkly shopping spree txt shop 80878 c www txt 2 shop com custcare 08715705022 1x150p wk,1
4583,4583,77,noooooooo please last thing need stress life fair,0
4584,4584,158,u secret admirer looking 2 make contact u find r reveal think ur special call 09065171142 stopsms 08718727870150ppm,1
4585,4585,159,mila age23 blonde new uk look sex uk guy u like fun text mtalk 69866 18 30pp txt 1st 5free 1 50 increment help08718728876,1
4586,4586,79,see swing bit got thing take care firsg,0
4587,4587,229,wanted wish happy new year wanted talk legal advice gary split person make trip ptbo hope everything good babe love ya,0
4588,4588,44,finished work yet something,0
4589,4589,117,tomorrow going theatre come wherever u call tell come tomorrow,0
4590,4590,156,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 opt txt eng stop box39822 w111wx 1 50,1
4591,4591,70,right wasnt phoned someone number like,0
4592,4592,53,ok wun b angry msg u aft come home tonight,0
4593,4593,106,good time nice something bit different weekend change see ya soon,0
4594,4594,30,yo sorry shower sup,0
4595,4595,86,carlos pick swing usf little bit,0
4596,4596,38,full heat pa applyed oil pa,0
4597,4597,67,stuck da middle da row da right hand side da lt,0
4598,4598,39,laid airtel line rest,0
4599,4599,97,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing,0
4600,4600,144,freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbp mnth inc 3hrs 16 stop txtstop,1
4601,4601,30,hey j r u feeling better,0
4602,4602,73,plan staying night prolly back til late,0
4603,4603,35,thanx 4 puttin da fone,0
4604,4604,72,need 8th campus atm could pick hour two,0
4605,4605,134,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch,0
4606,4606,106,running managed 5 minute needed oxygen might resort roller option,0
4607,4607,35,live next lt gt min,0
4608,4608,22,de asking like,0
4609,4609,31,glad talking,0
4610,4610,19,wat time finish,0
4611,4611,54,sorry da gone mad many pending work,0
4612,4612,29,much got cleaning,0
4613,4613,101,hows favourite person today r u workin hard sleep last nite nearly rang u 4 30,0
4614,4614,108,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b,1
4615,4615,22,called dad oredi,0
4616,4616,89,good think could send pix would love see top bottom,0
4617,4617,75,nvm going wear sport shoe anyway going late leh,0
4618,4618,34,sorry call later meeting,0
4619,4619,27,long fuckin showr,0
4620,4620,34,received understood n acted upon,0
4621,4621,37,finally came fix ceiling,0
4622,4622,172,u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,0
4623,4623,52,jus finish blowing hair u finish dinner already,0
4624,4624,24,bus love,0
4625,4625,54,lol knew saw dollar store,0
4626,4626,139,please call customer service representative 0800 169 6031 10am 9pm guaranteed 1000 cash 5000 prize,1
4627,4627,166,today voda number ending 7634 selected receive 350 reward match please call 08712300220 quoting claim code 7684 standard rate apply,1
4628,4628,56,saturday sunday holiday difficult,0
4629,4629,41,everybody fun evening miss,0
4630,4630,89,got hella gas money want go grand nature adventure galileo little bit,0
4631,4631,34,meeting call later,0
4632,4632,43,oh wow thats gay firmware update help,0
4633,4633,43,move morphine,0
4634,4634,43,come din c yup cut hair,0
4635,4635,26,k k pa lunch aha,0
4636,4636,55,oh ho first time u use type word,0
4637,4637,66,captain vijaykanth comedy captain tv drunken,0
4638,4638,55,course guess god got hold right,0
4639,4639,49,hide anythiing keeping distance,0
4640,4640,7,havent,0
4641,4641,143,ripped get mobile content www clubmoby com call 08717509990 poly true pix ringtones game six downloads 3,1
4642,4642,27,sorry din lock keypad,0
4643,4643,28,u got person story,0
4644,4644,33,planning come chennai,0
4645,4645,155,tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705,1
4646,4646,157,god created gap btwn ur finger dat sum1 vry special fill gap holding ur hand plz dont ask created much gap leg,0
4647,4647,38,okay going sleep later,0
4648,4648,159,please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody,0
4649,4649,139,finally happened aftr decade beer cheaper petrol goverment expects u drink drive,0
4650,4650,158,400 xmas reward waiting computer randomly picked loyal mobile customer receive 400 reward call 09066380611,1
